	Activity_ID	Quality	source	CID	SMILES	connectivity	InChIKey	InChI	InChI_AuxInfo	target_id	TID	accession	Protein_Type	AID	doc_id	Year	all_doc_ids	all_years	type_IC50	type_EC50	type_KD	type_Ki	type_other	Activity_class	relation	pchembl_value	pchembl_value_Mean	pchembl_value_StdDev	pchembl_value_SEM	pchembl_value_N	pchembl_value_Median	pchembl_value_MAD
1420842	MLRAMCAHIWHWRM_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.296401	c1nsc(SSc2ccns2)c1	MLRAMCAHIWHWRM	MLRAMCAHIWHWRM-UHFFFAOYSA-N	InChI=1S/C6H4N2S4/c1-3-7-9-5(1)11-12-6-2-4-8-10-6/h1-4H	"""AuxInfo=1/0/N:8,12,9,1,7,4,10,2,11,3,6,5/E:(1,2)(3,4)(5,6)(7,8)(9,10)(11,12)/rA:12CNSCSSCCCNSC/rB:d1;s2;s3;s4;s5;s6;d7;s8;d9;s7s10;s1d4;/rC:;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3779613	PMID:26701186	2016.0	PMID:26701186	2016	1	0	0	0	0		=	  4.240;  4.240	4.24	0.0	0.0	2.0	4.24	0.0
1425148	MMNSIJZDHIWZCU_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.422722	Cc1c2C(=O)NCCn2c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c1	MMNSIJZDHIWZCU	MMNSIJZDHIWZCU-UHFFFAOYSA-N	InChI=1S/C21H21N3O4S/c1-14-12-18(24-11-10-22-21(25)20(14)24)17-13-15(23-29(2,26)27)8-9-19(17)28-16-6-4-3-5-7-16/h3-9,12-13,23H,10-11H2,1-2H3,(H,22,25)	"""AuxInfo=1/1/N:1,16,26,25,27,24,28,19,20,7,8,29,12,2,13,23,11,10,21,3,4,6,14,9,5,17,18,22,15/E:(4,5)(6,7)(26,27)/CRV:29.6/rA:29CCCCONCCNCCCCNSCOOCCCOCCCCCCC/rB:s1;d2;s3;d4;s4;s6;s7;s3s8;s9;s10;d11;s12;s13;s14;s15;d15;d15;d13;s19;s11d20;s21;s22;d23;s24;d25;s26;s23d27;s2d10;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4405045	PMID:32208600	2020.0	PMID:32208600	2020	1	0	0	0	0		=	  4.460;  4.460	4.46	0.0	0.0	2.0	4.46	0.0
1430022	MNOKNBZMTINWJL_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408427	c1cc(-c2ccc(-c3c(-c4ccc(CN5CCCCC5)cc4)sc(CNCC4CCNCC4)c3)cc2)co1	MNOKNBZMTINWJL	MNOKNBZMTINWJL-UHFFFAOYSA-N	InChI=1S/C33H39N3OS/c1-2-17-36(18-3-1)23-26-4-6-29(7-5-26)33-32(28-10-8-27(9-11-28)30-14-19-37-24-30)20-31(38-33)22-35-21-25-12-15-34-16-13-25/h4-11,14,19-20,24-25,34-35H,1-3,12-13,15-18,21-23H2	"""AuxInfo=1/0/N:18,17,19,12,21,11,22,5,36,6,35,29,33,2,30,32,16,20,1,34,27,25,14,37,28,13,4,7,10,3,24,8,9,31,26,15,38,23/E:(2,3)(4,5)(6,7)(8,9)(10,11)(12,13)(15,16)(17,18)/rA:38CCCCCCCCCCCCCCNCCCCCCCSCCNCCCCNCCCCCCO/rB:d1;s2;s3;d4;s5;d6;s7;d8;s9;d10;s11;d12;s13;s14;s15;s16;s17;s18;s15s19;s13;s10d21;s9;s23;s24;s25;s26;s27;s28;s29;s30;s31;s28s32;s8d24;s7;s4d35;d3;s1s37;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.340;  5.340	5.34	0.0	0.0	2.0	5.34	0.0
1441354	MQAQYZFPDYIZOW_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.411727	CC1=NN(c2ccc(C#N)cc2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1	MQAQYZFPDYIZOW	MQAQYZFPDYIZOW-UHFFFAOYSA-N	InChI=1S/C24H18N4O4/c1-14-10-21(22(28(30)31)11-15(14)2)23-9-8-19(32-23)12-20-16(3)26-27(24(20)29)18-6-4-17(13-25)5-7-18/h4-12H,1-3H3	"""AuxInfo=1/0/N:24,26,1,7,11,6,12,18,19,22,27,16,9,23,25,2,8,5,17,15,21,28,20,13,10,3,4,29,14,30,31,32/E:(4,5)(6,7)(30,31)/CRV:28.5/rA:32CCNNCCCCCNCCCOCCCCCCCCCCCCCCN+OO-O/rB:s1;w?2;s3;s4;d5;s6;d7;s8;t9;s8;s5d11;s4;d13;s2s13;w?15;s16;d17;s18;d19;s20;d21;s22;s23;d23;s25;s25;s21d27;s28;d29;s29;s17s20;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4361756	PMID:31306905	2019.0	PMID:31306905	2019	1	0	0	0	0		=	  5.820;  5.820	5.82	0.0	0.0	2.0	5.82	0.0
1442650	MQHBAUYEIFLTRU_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.25546	O=C(C=Cc1ccc(O)c(O)c1)C=C(O)C=Cc1ccc(O)c(O)c1	MQHBAUYEIFLTRU	MQHBAUYEIFLTRU-UHFFFAOYSA-N	InChI=1S/C19H16O6/c20-14(5-1-12-3-7-16(22)18(24)9-12)11-15(21)6-2-13-4-8-17(23)19(25)10-13/h1-11,20,22-25H	"""AuxInfo=1/0/N:17,4,19,6,16,3,20,7,25,12,13,18,5,14,2,21,8,23,10,15,1,22,9,24,11/rA:25OCCCCCCCOCOCCCOCCCCCCOCOC/rB:d1;s2;w?3;s4;d5;s6;d7;s8;s8;s10;s5d10;s2;w?13;s14;s14;w?16;s17;d18;s19;d20;s21;s21;s23;s18d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL904249	PMID:17348637	2007.0	PMID:17348637	2007	1	0	0	0	0		=	  4.340;  4.340	4.34	0.0	0.0	2.0	4.34	0.0
1455054	MSZYIGLMWSFOFV_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.411745	CC1=NN(c2cc(F)c(O)c(F)c2)C(=O)C1=Cc1ccc(-c2ccccc2C(F)F)o1	MSZYIGLMWSFOFV	MSZYIGLMWSFOFV-UHFFFAOYSA-N	InChI=1S/C22H14F4N2O3/c1-11-16(22(30)28(27-11)12-8-17(23)20(29)18(24)9-12)10-13-6-7-19(31-13)14-4-2-3-5-15(14)21(25)26/h2-10,21,29H,1H3	"""AuxInfo=1/0/N:1,24,25,23,26,19,20,6,13,17,2,5,18,22,27,16,7,11,21,9,28,14,8,12,29,30,3,4,10,15,31/E:(8,9)(17,18)(23,24)(25,26)/rA:31CCNNCCCFCOCFCCOCCCCCCCCCCCCCFFO/rB:s1;w?2;s3;s4;d5;s6;s7;d7;s9;s9;s11;s5d11;s4;d14;s2s14;w?16;s17;d18;s19;d20;s21;d22;s23;d24;s25;s22d26;s27;s28;s28;s18s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4361756	PMID:31306905	2019.0	PMID:31306905	2019	1	0	0	0	0		=	  5.220;  5.220	5.22	0.0	0.0	2.0	5.22	0.0
1458865	MTUGTBYIGIITEH_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.377850	CCCCCCCCCC(=O)Nc1c2ccccc2c(O)cc1	MTUGTBYIGIITEH	MTUGTBYIGIITEH-UHFFFAOYSA-N	InChI=1S/C20H27NO2/c1-2-3-4-5-6-7-8-13-20(23)21-18-14-15-19(22)17-12-10-9-11-16(17)18/h9-12,14-15,22H,2-8,13H2,1H3,(H,21,23)	"""AuxInfo=1/1/N:1,2,3,4,5,6,7,8,16,17,15,18,9,23,22,14,19,13,20,10,12,21,11/rA:23CCCCCCCCCCONCCCCCCCCOCC/rB:s1;s2;s3;s4;s5;s6;s7;s8;s9;d10;s10;s12;d13;s14;d15;s16;d17;s14s18;d19;s20;s20;s13d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4139705	PMID:28527406	2017.0	PMID:28527406	2017	1	0	0	0	0		=	  4.220;  4.220	4.22	0.0	0.0	2.0	4.22	0.0
1459950	MUAOWZOXUPYUNB_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.461899	COc1c(OC)cc2c(c1)CCC1Nc3c(cc(O)c(O)c3)CC21	MUAOWZOXUPYUNB	MUAOWZOXUPYUNB-UHFFFAOYSA-N	InChI=1S/C19H21NO4/c1-23-18-7-10-3-4-14-13(12(10)8-19(18)24-2)5-11-6-16(21)17(22)9-15(11)20-14/h6-9,13-14,20-22H,3-5H2,1-2H3	"""AuxInfo=1/0/N:1,6,11,12,23,17,10,7,22,9,16,8,24,13,15,18,20,3,4,14,19,21,2,5/rA:24COCCOCCCCCCCCNCCCCOCOCCC/rB:s1;s2;d3;s4;s5;s4;d7;s8;s3d9;s9;s11;s12;s13;s14;d15;s16;d17;s18;s18;s20;s15d20;s16;s8s13s23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4733333	PMID:33045661	2021.0	PMID:33045661	2021	1	0	0	0	0		=	  6.160;  6.160	6.16	0.0	0.0	2.0	6.16	0.0
1461728	MUJXZEDIWKGKQD_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.384514	CNC(=O)c1ncc(-c2ncc3c(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)cccc3c2)cc1	MUJXZEDIWKGKQD	MUJXZEDIWKGKQD-UHFFFAOYSA-N	InChI=1S/C29H30N6O3/c1-18(36)34-11-8-27-24(17-34)28(33-35(27)21-9-12-38-13-10-21)22-5-3-4-19-14-26(32-16-23(19)22)20-6-7-25(31-15-20)29(37)30-2/h3-7,14-16,21H,8-13,17H2,1-2H3,(H,30,37)	"""AuxInfo=1/1/N:28,1,33,34,32,37,38,31,18,22,30,19,21,36,7,11,25,27,35,8,17,13,12,24,5,9,23,14,3,2,6,10,15,26,16,29,4,20/E:(9,10)(12,13)/rA:38CNCOCNCCCNCCCCNNCCCOCCCCCNCCOCCCCCCCCC/rB:s1;s2;d3;s3;d5;s6;d7;s8;d9;s10;d11;s12;s13;d14;s15;s16;s17;s18;s19;s20;s17s21;s16;s14d23;s24;s25;s26;s27;d27;s26;s23s30;d13;s32;d33;s12s34;s9d35;s8;s5d37;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4186430	PMID:29169673	2018.0	PMID:29169673	2018	0	0	1	0	0		=	  9.920;  9.920	9.92	0.0	0.0	2.0	9.92	0.0
1502230	NDBAIHGDDWYLGY_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.270850	O=c1c2c(cccc2)sn1-c1ccc(S(=O)(=O)N2CCCC2)cc1	NDBAIHGDDWYLGY	NDBAIHGDDWYLGY-UHFFFAOYSA-N	InChI=1S/C17H16N2O3S2/c20-17-15-5-1-2-6-16(15)23-19(17)13-7-9-14(10-8-13)24(21,22)18-11-3-4-12-18/h1-2,5-10H,3-4,11-12H2	"""AuxInfo=1/0/N:7,6,20,21,8,5,12,24,13,23,19,22,11,14,3,4,2,18,10,1,16,17,9,15/E:(3,4)(7,8)(9,10)(11,12)(21,22)/CRV:24.6/rA:24OCCCCCCCSNCCCCSOONCCCCCC/rB:d1;s2;d3;s4;d5;s6;s3d7;s4;s2s9;s10;d11;s12;d13;s14;d15;d15;s15;s18;s19;s20;s18s21;s14;s11d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3626895	DOI:10.1039/C4MD00245H	2014.0	DOI:10.1039/C4MD00245H	2014	1	0	0	0	0		=	  5.090;  5.090	5.09	0.0	0.0	2.0	5.09	0.0
1504495	NDNGDPDEENYHDH_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.411742	CC1=NN(c2cc(F)c(O)c(F)c2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1	NDNGDPDEENYHDH	NDNGDPDEENYHDH-UHFFFAOYSA-N	InChI=1S/C23H17F2N3O5/c1-11-6-17(20(28(31)32)7-12(11)2)21-5-4-15(33-21)10-16-13(3)26-27(23(16)30)14-8-18(24)22(29)19(25)9-14/h4-10,29H,1-3H3	"""AuxInfo=1/0/N:25,27,1,19,20,23,28,6,13,17,24,26,2,5,18,16,22,7,11,29,21,9,14,8,12,3,4,30,10,15,31,32,33/E:(8,9)(18,19)(24,25)(31,32)/CRV:28.5/rA:33CCNNCCCFCOCFCCOCCCCCCCCCCCCCCN+OO-O/rB:s1;w?2;s3;s4;d5;s6;s7;d7;s9;s9;s11;s5d11;s4;d14;s2s14;w?16;s17;d18;s19;d20;s21;d22;s23;s24;d24;s26;s26;s22d28;s29;d30;s30;s18s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4361756	PMID:31306905	2019.0	PMID:31306905	2019	1	0	0	0	0		=	  5.320;  5.320	5.32	0.0	0.0	2.0	5.32	0.0
1505481	NDTUOTZXXLACIW_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.423247	CC(C)=CCC1CC23CC(CC=C(C)C)C(C)(C)C(CC=C(C)C)(C(=O)C(C(=O)c4cc(S(C)(=O)=O)c(S(C)(=O)=O)cc4)=C2OC1(C)C)C3=O	NDTUOTZXXLACIW	NDTUOTZXXLACIW-UHFFFAOYSA-N	InChI=1S/C40H54O8S2/c1-24(2)13-16-28-22-39-23-29(17-14-25(3)4)38(9,10)48-35(39)32(34(42)40(36(39)43,37(28,7)8)20-19-26(5)6)33(41)27-15-18-30(49(11,44)45)31(21-27)50(12,46)47/h13-15,18-19,21,28-29H,16-17,20,22-23H2,1-12H3	"""AuxInfo=1/0/N:14,15,1,3,23,24,17,18,47,48,39,34,12,4,43,11,5,42,21,20,31,9,7,13,2,22,30,10,6,37,32,27,28,25,44,49,16,46,8,19,29,26,50,40,41,35,36,45,38,33/E:(1,2)(3,4)(5,6)(7,8)(9,10)(44,45)(46,47)/CRV:49.6,50.6/rA:50CCCCCCCCCCCCCCCCCCCCCCCCCOCCOCCCSCOOCSCOOCCCOCCCCO/rB:s1;s2;w?2;s4;s5;s6;s7;s8;s9;s10;s11;w?12;s13;s13;s10;s16;s16;s16;s19;s20;w?21;s22;s22;s19;d25;s25;s27;d28;s28;d30;s31;s32;s33;d33;d33;d32;s37;s38;d38;d38;s37;s30d42;s8w?27;s44;s6s45;s46;s46;s8s19;d49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4407040	PMID:31195169	2019.0	PMID:31195169	2019	1	0	0	0	0		=	  5.300;  5.300	5.3	0.0	0.0	2.0	5.3	0.0
1537920	NKOJNOBJGYTLLZ_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.308081	CC(=O)N1CCc2c(C1)c(Nc1c(F)cc(-c3cn(C)nc3)cc1)nn2C1CCOC1	NKOJNOBJGYTLLZ	NKOJNOBJGYTLLZ-UHFFFAOYSA-N	InChI=1S/C22H25FN6O2/c1-14(30)28-7-5-21-18(12-28)22(26-29(21)17-6-8-31-13-17)25-20-4-3-15(9-19(20)23)16-10-24-27(2)11-16/h3-4,9-11,17H,5-8,12-13H2,1-2H3,(H,25,26)	"""AuxInfo=1/1/N:1,20,23,24,6,28,5,29,15,22,18,9,31,2,16,17,27,8,13,12,7,10,14,21,11,25,19,4,26,3,30/rA:31CCONCCCCCCNCCFCCCCNCNCCCNNCCCOC/rB:s1;d2;s2;s4;s5;s6;d7;s4s8;s8;s10;s11;d12;s13;s13;d15;s16;d17;s18;s19;s19;s17d21;s16;s12d23;d10;s7s25;s26;s27;s28;s29;s27s30;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3864397	PMID:27682507	2016.0	PMID:27682507	2016	1	0	0	0	0		=	  7.520;  7.520	7.52	0.0	0.0	2.0	7.52	0.0
1538692	NKSMZDXKRWEVEK_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.259014	Cc1ccc(-c2[n+](-c3ccccc3)sc(N)n2)cc1	NKSMZDXKRWEVEK	NKSMZDXKRWEVEK-UHFFFAOYSA-O	InChI=1S/C15H13N3S/c1-11-7-9-12(10-8-11)14-17-15(16)19-18(14)13-5-3-2-4-6-13/h2-10,16H,1H3/p+1	"""AuxInfo=1/5/N:1,11,10,12,9,13,3,19,4,18,2,5,8,6,15,16,17,7,14/E:(3,4)(5,6)(7,8)(9,10)/rA:19CCCCCCN+CCCCCCSCNNCC/rB:s1;d2;s3;d4;s5;d6;s7;d8;s9;d10;s11;s8d12;s7;s14;s15;s6d15;s5;s2d18;/rC:;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3419558	PMID:25634295	2015.0	PMID:25634295	2015	1	0	0	0	0		=	  5.750;  5.750	5.75	0.0	0.0	2.0	5.75	0.0
1559911	NPHGQQXLLBUDCN_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.299108	C#CCNC(=O)c1ccc(N2N=C(C)C(=Cc3ccc(-c4cc(C)c(C)cc4[N+](=O)[O-])o3)C2=O)cc1	NPHGQQXLLBUDCN	NPHGQQXLLBUDCN-UHFFFAOYSA-N	InChI=1S/C27H22N4O5/c1-5-12-28-26(32)19-6-8-20(9-7-19)30-27(33)22(18(4)29-30)15-21-10-11-25(36-21)23-13-16(2)17(3)14-24(23)31(34)35/h1,6-11,13-15H,12H2,2-4H3,(H,28,32)	"""AuxInfo=1/1/N:1,24,26,14,2,8,36,9,35,18,19,3,22,27,16,23,25,13,7,10,17,15,21,28,20,5,33,4,12,11,29,6,34,30,31,32/E:(6,7)(8,9)(34,35)/CRV:31.5/rA:36CCCNCOCCCCNNCCCCCCCCCCCCCCCCN+OO-OCOCC/rB:t1;s2;s3;s4;d5;s5;d7;s8;d9;s10;s11;w?12;s13;s13;w?15;s16;d17;s18;d19;s20;d21;s22;s23;d23;s25;s25;s21d27;s28;d29;s29;s17s20;s11s15;d33;s10;s7d35;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3803997	PMID:26985290	2016.0	PMID:26985290	2016	1	0	0	0	0		=	  4.850;  4.850	4.85	0.0	0.0	2.0	4.85	0.0
1569632	NRJQSTDTLZMQFA_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.411738	CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])[nH]1	NRJQSTDTLZMQFA	NRJQSTDTLZMQFA-UHFFFAOYSA-N	InChI=1S/C24H20N4O5/c1-13-10-20(22(28(32)33)11-14(13)2)21-9-6-17(25-21)12-19-15(3)26-27(23(19)29)18-7-4-16(5-8-18)24(30)31/h4-12,25H,1-3H3,(H,30,31)	"""AuxInfo=1/1/N:25,27,1,7,12,19,6,13,20,23,28,17,24,26,2,8,18,5,16,22,21,29,14,9,33,3,4,30,15,10,11,31,32/E:(4,5)(7,8)(30,31)(32,33)/CRV:28.5/rA:33CCNNCCCCCOOCCCOCCCCCCCCCCCCCCN+OO-N/rB:s1;w?2;s3;s4;d5;s6;d7;s8;d9;s9;s8;s5d12;s4;d14;s2s14;w?16;s17;d18;s19;d20;s21;d22;s23;s24;d24;s26;s26;s22d28;s29;d30;s30;s18s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4361756	PMID:31306905	2019.0	PMID:31306905	2019	1	0	0	0	0		=	  5.710;  5.710	5.71	0.0	0.0	2.0	5.71	0.0
1578855	NTKJKVXLFSXSDV_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.259009	O=S1(=O)C=C(Sc2nnc(-c3ccncc3)o2)c2c1cccc2	NTKJKVXLFSXSDV	NTKJKVXLFSXSDV-UHFFFAOYSA-N	InChI=1S/C15H9N3O3S2/c19-23(20)9-12(11-3-1-2-4-13(11)23)22-15-18-17-14(21-15)10-5-7-16-8-6-10/h1-9H	"""AuxInfo=1/0/N:22,21,23,20,12,16,13,15,4,11,18,5,19,10,7,14,9,8,1,3,17,6,2/E:(5,6)(7,8)(19,20)/CRV:23.6/rA:23OSOCCSCNNCCCCNCCOCCCCCC/rB:d1;d2;s2;w?4;s5;s6;d7;s8;d9;s10;d11;s12;d13;s14;s11d15;s7s10;s5;s2d18;s19;d20;s21;s18d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3419558	PMID:25634295	2015.0	PMID:25634295	2015	1	0	0	0	0		=	  5.210;  5.210	5.21	0.0	0.0	2.0	5.21	0.0
1599365	NXUDYLIIVCFLEY_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.461902	COc1c(OC)cc2c(c1)CCC[n+]1c-2cc2cc(OC)c(OC)cc2c1	NXUDYLIIVCFLEY	NXUDYLIIVCFLEY-UHFFFAOYSA-N	InChI=1S/C22H24NO4/c1-24-19-9-14-6-5-7-23-13-16-11-21(26-3)20(25-2)10-15(16)8-18(23)17(14)12-22(19)27-4/h8-13H,5-7H2,1-4H3/q+1	"""AuxInfo=1/0/N:1,21,24,6,12,11,13,16,10,18,25,7,27,9,17,26,8,15,3,19,22,4,14,2,20,23,5/CRV:23+1/rA:27COCCOCCCCCCCCN+CCCCCOCCOCCCC/rB:s1;s2;d3;s4;s5;s4;d7;s8;s3d9;s9;s11;s12;s13;s8d14;s15;d16;s17;d18;s19;s20;s19;s22;s23;d22;s17s25;s14d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4733333	PMID:31195169	2019.0	PMID:33045661	2021	1	0	0	0	0		=	  6.380;  6.380	6.38	0.0	0.0	2.0	6.38	0.0
1609176	NZXSWCLCRDCHGN_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.471621	COc1ccc(CCc2c(NC3CCCCC3)n3ccc(-c4c(C)onc4C)cc3n2)cc1Cl	NZXSWCLCRDCHGN	NZXSWCLCRDCHGN-UHFFFAOYSA-N	InChI=1S/C27H31ClN4O2/c1-17-26(18(2)34-31-17)20-13-14-32-25(16-20)30-23(27(32)29-21-7-5-4-6-8-21)11-9-19-10-12-24(33-3)22(28)15-19/h10,12-16,21,29H,4-9,11H2,1-3H3	"""AuxInfo=1/0/N:28,24,1,15,14,16,13,17,7,5,8,4,20,19,32,29,27,23,6,21,12,33,9,3,30,22,10,34,11,31,26,18,2,25/E:(5,6)(7,8)/rA:34COCCCCCCCCNCCCCCCNCCCCCCONCCCCNCCCl/rB:s1;s2;d3;s4;d5;s6;s7;s8;d9;s10;s11;s12;s13;s14;s15;s12s16;s10;s18;d19;s20;s21;d22;s23;s23;s25;s22d26;s27;d21;s18s29;s9d30;s6;s3d32;s33;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4824078	PMID:33872011	2021.0	PMID:33872011	2021	0	0	1	0	0		=	  6.670;  6.670	6.67	0.0	0.0	2.0	6.67	0.0
1637901	OFPZHXYUPDUZJX_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408422	CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)sc(C(=O)NCC3CCNCC3)c2)cc1	OFPZHXYUPDUZJX	OFPZHXYUPDUZJX-UHFFFAOYSA-N	InChI=1S/C31H40N2OS/c1-30(2,3)24-11-7-22(8-12-24)26-19-27(29(34)33-20-21-15-17-32-18-16-21)35-28(26)23-9-13-25(14-10-23)31(4,5)6/h7-14,19,21,32H,15-18,20H2,1-6H3,(H,33,34)	"""AuxInfo=1/1/N:1,3,4,16,17,18,7,34,12,20,6,35,13,19,28,32,29,31,33,26,27,8,11,5,14,9,22,10,23,2,15,30,25,24,21/E:(1,2,3)(4,5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(17,18)/rA:35CCCCCCCCCCCCCCCCCCCCSCCONCCCCNCCCCC/rB:s1;s2;s2;s2;d5;s6;d7;s8;d9;s10;d11;s12;d13;s14;s15;s15;s15;s14;s11d19;s10;s21;s22;d23;s23;s25;s26;s27;s28;s29;s30;s27s31;s9d22;s8;s5d34;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.070;  5.070	5.07	0.0	0.0	2.0	5.07	0.0
